file,course,source,start,end,text
115.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:19,2:35,isnt it only if this is and this is can the and of two things be so r is true q is true so let me write that down r is and then q is not q q of course was true here you see p and q both were true now r is true r is implying something
115.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:35,2:57,which means this something should be true so which means s is true or t is true i dont know which one is true but then i have some information sitting here do you see not s means s is not true so put s equal which makes this which forces that t must be true why s or t is true
115.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:57,3:24,s is false and hence t must be true therefore t is how we write the answer right i say that p is true i also say that p is implying q is true i also say that p implies q implies r is true here is a typical example of where thinking englishwise languagewise can
115.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:24,3:41,become complicated you have a nested implication here p is implying some other implication now lets see what we can conclude from this it is so nontrivial at least i am now stumped i have no clue how to proceed with this problem at the first look of it let me go slowly
115.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:41,4:06,p is given to be true let me write on top of p p is implying q so p is given to be true p implies q is true which means q has to be true i put on top of q so i repeat the way we are arguing is always this whenever an implication is given to be true
115.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:06,4:24,here the question is these three statements are true these three logical statements are true okay these three boolean expressions are true p is given to be true p implies q is true we cannot question what if p implies q is false that can never happen that is given to you
115.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:24,4:42,everything above this horizontal line is given to you p is true p implies q is true when p is true and p implies q is true q should be true is all that i am saying thats all is a point in all these problems okay fine lets go ahead so p was true q was given to be we inferred
115.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:42,5:03,that q should be true if p is true and p implies q now p is implying something p is true so this something has to be true this something has to be true and q is see if q is and you say something has to be true r can be or right implies is true implies is true
115.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:03,5:18,but given that q is and q implies r is we know for sure that r is indeed so i say therefore r is which means therefore r is true and this is my inference
116.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:36,let statement p denote raj does yoga regularly and statement q denote rajs blood pressure is normal right now dont you think p implies q is true we are revisiting p implies q if you remember p implies q meant it will not so happen that whenever p is q happens
116.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:36,1:06,to be this is never possible right when p is q is also then you say the implication is always true correct i repeat look at the truth table of p q and p implies q is is is is the only situation where it is false is when p is and q is
116.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:06,1:30,then p implies q becomes false the statement becomes false you see now is this statement true p implies q here very true because you observe logically speaking if you are physically active your blood pressure remains normal okay most of the cases let us assume this to be true always right
116.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:30,1:52,p implies q is true now look at this but does raj do yoga regularly if p is not true if p is false you cannot say anything about q but if p is true you know for sure q is true because p implies q is true now look at this
116.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:52,2:19,if p is true given that p is true and if p implies q is true you can conclude that therefore q is true observe this boxed stuff deeply this is not in particular about the given example in general whenever you say p implies q is true and p is given to be true you forcefully
